Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Preprimary education, duration (years)",SE.PRE.DURS,United Kingdom,GBR,2,2,4,4,4,4,4,4,4,4
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Present value of external debt (current US$),DT.DOD.PVLX.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,United Kingdom,GBR,13.8,13.8,13.8,14,14.2,14.4,14.7,15,15.5,..
Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,United Kingdom,GBR,9.1,9.2,9.3,9.5,9.7,9.9,10.2,10.5,10.9,..
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,United Kingdom,GBR,15.1,15.2,15.2,15.4,15.5,15.8,16,16.2,16.5,..
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,United Kingdom,GBR,9.3,9.4,9.5,9.7,9.9,10.1,10.4,10.7,11.1,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,United Kingdom,GBR,..,23.7,..,22,..,20.6,..,19.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,United Kingdom,GBR,..,22,..,20.2,..,18.7,..,17.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,United Kingdom,GBR,..,25.4,..,23.8,..,22.4,..,21.1,..,..
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,United Kingdom,GBR,..,..,..,..,6.3,6.1,5.6,5,..,..
"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,United Kingdom,GBR,..,..,..,..,1.9,2.1,1.7,1.3,..,..
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United Kingdom,GBR,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,United Kingdom,GBR,1.13123827118654,1.10834426567051,1.08690143543614,1.14926764980625,1.05806398835818,0.929747444593174,0.881079421947848,0.911910011750142,0.873043932828409,0.896883820068557
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,United Kingdom,GBR,..,..,..,..,101.887199401855,100.823150634766,100.002449035645,100.386772155762,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,United Kingdom,GBR,..,..,..,..,102.128120422363,100.939262390137,100.237907409668,100.798881530762,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United Kingdom,GBR,..,..,..,..,102.010498046875,100.882553100586,100.122863769531,100.597457885742,..,..
"Primary education, duration (years)",SE.PRM.DURS,United Kingdom,GBR,6,6,6,6,6,6,6,6,6,6
"Primary education, pupils",SE.PRM.ENRL,United Kingdom,GBR,4419840,4523583,4622158,4509479,4621192,4721647,4820283,4892502,..,..
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,United Kingdom,GBR,48.76867,48.80879,48.77372,48.79313,48.81759,48.81413,48.79284,..,..,..
"Primary education, teachers",SE.PRM.TCHR,United Kingdom,GBR,255994,247079,250692.984375,272430,..,313648.9375,318533.15625,279097.09375,..,..
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,United Kingdom,GBR,86.9754791259766,86.9754180908203,86.9844589233398,..,..,84.6765823364258,85.2390823364258,86.2421035766602,..,..
Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,United Kingdom,GBR,317962598240.499,304376642518.267,308798123882.076,302688891322.944,274617781629.523,253289470239.739,274869042078.334,328533024294.577,296511939668.511,214888796813.866
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,United Kingdom,GBR,328596146732.757,276268474090.159,252107920722.193,240121230283.178,207092384542.358,186454362838.417,241750052532.183,291511122337.173,277804293548.209,166443905343.505
Primary school starting age (years),SE.PRM.AGES,United Kingdom,GBR,5,5,5,5,5,5,5,5,5,5
Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,United Kingdom,GBR,100,100,100,100,100,100,100,100,100,..
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,United Kingdom,GBR,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,..
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,United Kingdom,GBR,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.3,1.3,..
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,United Kingdom,GBR,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,United Kingdom,GBR,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,..
Procedures to build a warehouse (number),IC.WRH.PROC,United Kingdom,GBR,9,9,9,9,9,9,9,9,9,..
Procedures to register property (number),IC.PRP.PROC,United Kingdom,GBR,6,6,6,6,6,6,6,6,6,..
Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,United Kingdom,GBR,23.6,22.4,21.7,20.6,19.2,18.3,18.1,17.3,16.6,..
Progression to secondary school (%),SE.SEC.PROG.ZS,United Kingdom,GBR,..,..,..,..,..,99.98111,..,..,..,..
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,United Kingdom,GBR,..,..,..,..,..,99.9613,..,..,..,..
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,United Kingdom,GBR,..,..,..,..,..,100,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,United Kingdom,GBR,12.1,11.9,13.1,13.1,11.3,12.7,14,..,..,..
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,United Kingdom,GBR,..,..,0,..,..,..,..,..,..,..
Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,United Kingdom,GBR,..,..,1.63713246583939,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,United Kingdom,GBR,..,..,0.48044491559267,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,United Kingdom,GBR,22.3076923076923,22.4615384615385,22.4615384615385,22.6153846153846,29.3846153846154,29.5839753466872,32,32.1538461538462,32,33.8461538461538
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,United Kingdom,GBR,..,..,..,..,12.65278,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,United Kingdom,GBR,..,..,..,..,6.96528,..,..,..,..,..
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,United Kingdom,GBR,..,6,..,..,..,..,..,..,..,..
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,United Kingdom,GBR,0,0,0,0,0,0,0,0,0,..
Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,United Kingdom,GBR,..,2.27,..,1.99,..,1.49,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,United Kingdom,GBR,..,2.17,..,1.92,..,1.46,..,..,..,..
"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,United Kingdom,GBR,..,..,16.2881,15.26531,..,..,17.35313,..,..,..
"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,United Kingdom,GBR,18.18672,18.82678,..,19.36105,..,..,61.81179,..,..,..
"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,United Kingdom,GBR,17.2654,18.30825,18.43752,16.5528,..,15.05392,15.13275,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,United Kingdom,GBR,..,..,15.86648,15.82946,15.45905,..,16.61873,..,..,..
"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,United Kingdom,GBR,17.83285,17.85441,16.42327,15.52415,15.68994,15.78774,15.55958,..,..,..
"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,United Kingdom,GBR,..,..,15.63258,16.16583,..,18.22702,16.14119,..,..,..
Rail lines (total route-km),IS.RRS.TOTL.KM,United Kingdom,GBR,16209.59,15846.5,15861,16532.1,16245.1,16257,16294,16295,..,..
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,United Kingdom,GBR,20973.823473378,21466.803050594,22401.431120115,22143.367020006,19342.444761281,17053.216554029,17166.930314851,17205.693315326,..,..
"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,United Kingdom,GBR,66801.444358355,69686.077677926,71091.617132869,74261.865978851,76787.835241515,78695.91249783,80260.893253627,80526.378370105,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United Kingdom,GBR,81.340553197717,81.4998540997957,82.1381626989923,82.7212874908559,83.0014641288433,83.3577283372366,84.2182673922636,84.4878191957734,85.3762492651381,..
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,United Kingdom,GBR,81.6979212094781,81.907942500363,82.5359895303185,83.1098805013116,83.4305717619603,83.7802389973769,84.6739926739927,84.9012435991222,85.7561977409418,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,United Kingdom,GBR,99.8298156966016,103.402931180489,102.052490638976,108.70346596463,113.755389522428,102.382996057117,97.0772799811139,98.8467254350352,98.4242210464542,98.6184919110818
Real interest rate (%),FR.INR.RINR,United Kingdom,GBR,-1.53560464831838,-1.13700854153583,-1.25812269732338,-1.21037053776149,..,..,..,..,..,..
Refugee population by country or territory of asylum,SM.POP.REFG,United Kingdom,GBR,193494,149790,126036,117226,123051,118973,121821,126708,133083,132349
Refugee population by country or territory of origin,SM.POP.REFG.OR,United Kingdom,GBR,150,150,140,137,128,78,85,84,69,67
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,United Kingdom,GBR,9.48905310077413,11.423960176561,14.988480137732,19.2628536831965,24.8400504227664,..,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,United Kingdom,GBR,4.40111862136268,4.75125761850907,6.01578094932047,7.3952204555385,8.71168557437913,..,..,..,..,..
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,United Kingdom,GBR,..,2276.28745052116,..,..,..,..,2195.0121784574,..,..,..
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,United Kingdom,GBR,..,145,..,..,..,..,145,..,..,..
"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,United Kingdom,GBR,0,0,..,..,..,..,..,..,..,..
"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,United Kingdom,GBR,0,0,..,..,..,..,..,..,..,..
"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,United Kingdom,GBR,0,0,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,United Kingdom,GBR,1.69064998626709,1.62178003787994,1.66431999206543,1.70069003105164,..,..,..,..,..,..
Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,United Kingdom,GBR,3979.38427734375,4029.2783203125,4185.689453125,4252.3623046875,..,..,..,..,..,..
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,United Kingdom,GBR,10871667010.0955,11626836575.5333,6955697855.02998,10140985624.3735,31315856444.2039,8649136748.41367,7527129246.24001,24335190264.3733,-1161808516.34415,-4223901270.54882
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Kingdom,GBR,34.7269298210212,34.0916711941441,34.9695787761411,34.1588441917587,34.3676239463525,34.9079967433895,35.4754570014748,35.4043249764683,35.3409502355276,..
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,United Kingdom,GBR,576516000000,583571000000,622576000000,636382000000,659735000000,696314000000,733901000000,758287000000,783787000000,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,United Kingdom,GBR,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,United Kingdom,GBR,0,0,0,0,0,0,0,0,0,0
"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,United Kingdom,GBR,0.014141666666667,0.187183333333333,0.1985,0.119916666666667,..,..,..,..,..,..
Rural land area (sq. km),AG.LND.TOTL.RU.K2,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Rural population,SP.RUR.TOTL,United Kingdom,GBR,11658599,11569870,11477678,11392615,11313292,11228768,11135542,11033746,10926403,10819646
Rural population (% of total population),SP.RUR.TOTL.ZS,United Kingdom,GBR,18.43,18.163,17.898,17.635,17.374,17.114,16.857,16.602,16.348,16.097
Rural population growth (annual %),SP.RUR.TOTL.ZG,United Kingdom,GBR,-0.662170793529716,-0.763971414189812,-0.80001995626323,-0.743876715949527,-0.698702084016848,-0.749926103717294,-0.833708171520974,-0.918358004456041,-0.977624103915803,-0.981859809627956
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,United Kingdom,GBR,-6.05035396943974,5.841953,14.43383,-2.71147665833468,-4.930940636,14.4258865293673,7.629189,-12.4834152813549,12.1029694882521,-14.3442405600339
"School enrollment, preprimary (% gross)",SE.PRE.ENRR,United Kingdom,GBR,84.9169082641602,83.969482421875,79.3045272827148,87.2502136230469,101.246139526367,110.336532592773,106.387306213379,107.139846801758,..,..
"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,United Kingdom,GBR,85.0882797241211,84.2585372924805,77.3859100341797,87.1772766113281,99.1373519897461,110.271759033203,106.279197692871,107.104820251465,..,..
"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,United Kingdom,GBR,84.7532806396484,83.6933364868164,81.1379165649414,87.3199005126953,103.260719299316,110.398391723633,106.490478515625,107.173233032227,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,United Kingdom,GBR,104.425712585449,106.246078491211,107.111999511719,102.255546569824,101.925270080566,101.33521270752,101.154556274414,100.995552062988,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,United Kingdom,GBR,98.11699,98.35876,99.72456,99.89948,99.93433,99.65208,99.49182,..,..,..
"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,United Kingdom,GBR,0.998700022697449,0.999549984931946,0.997630000114441,0.998030006885529,0.998679995536804,0.998279988765717,0.99712997674942,0.99711000919342,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United Kingdom,GBR,1.00344002246857,0.999750018119812,1.02418994903564,1.02165997028351,1.01640999317169,..,1.0153900384903,1.01304996013641,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,United Kingdom,GBR,104.356338500977,106.22142791748,106.981842041016,102.152366638184,101.856643676758,101.246047973633,101.006042480469,100.845840454102,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,United Kingdom,GBR,98.16322,98.33276,99.60107,..,..,99.56731,99.34894,..,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,United Kingdom,GBR,104.491821289063,106.269592285156,107.236221313477,102.354072570801,101.990821838379,101.420372009277,101.296493530273,101.13858795166,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,United Kingdom,GBR,98.07292,98.38357,99.84242,..,..,99.73306,99.62836,..,..,..
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,United Kingdom,GBR,5.0730299949646,7.05603981018066,10.6499395370483,13.9012498855591,17.8016204833984,20.419340133667,24.2163200378418,28.4112701416016,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United Kingdom,GBR,93.7658309936523,91.5527572631836,123.776290893555,126.38990020752,124.524002075195,..,125.851867675781,120.783576965332,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,United Kingdom,GBR,92.958,90.8005,93.84317,97.18701,98.13521,..,97.13247,..,..,..
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,United Kingdom,GBR,1.00767004489899,0.999989986419678,1.04343998432159,1.03813004493713,1.02937996387482,..,1.02929997444153,1.02574002742767,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,United Kingdom,GBR,94.1325988769531,91.5524291992188,126.469108581543,128.808746337891,126.368293762207,..,127.709968566895,122.352378845215,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,United Kingdom,GBR,93.37553,90.85161,94.1207,97.54052,98.45768,..,97.23472,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,United Kingdom,GBR,93.4160766601563,91.5530776977539,121.203773498535,124.078018188477,122.761070251465,..,124.074798583984,119.282241821289,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,United Kingdom,GBR,92.55985,90.75171,93.57803,96.84913,97.82696,..,97.03468,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,United Kingdom,GBR,29.4280490875244,39.3604393005371,66.039421081543,69.4937133789063,70.8283920288086,..,74.0341186523438,74.7603225708008,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,United Kingdom,GBR,59.1459312438965,59.4021186828613,57.038761138916,56.5644989013672,56.4584884643555,58.4256210327148,59.9955711364746,61.3828887939453,..,..
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,United Kingdom,GBR,1.24441003799438,1.2457799911499,1.24308001995087,1.24170005321503,1.24882996082306,1.25672996044159,1.26531004905701,1.26930999755859,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,United Kingdom,GBR,67.4965209960938,67.8671493530273,65.0841674804688,64.5046463012695,64.6597595214844,67.2256774902344,69.3793106079102,71.1469802856445,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,United Kingdom,GBR,50.999828338623,51.1865196228027,49.2633590698242,48.913761138916,48.5704917907715,49.9668312072754,50.9723091125488,51.9860305786133,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,United Kingdom,GBR,95820.1,98144.92,99228.41,99384.79,99616.02,99366.17,99128.72,97680.9,..,..
"Secondary education, duration (years)",SE.SEC.DURS,United Kingdom,GBR,7,7,7,7,7,7,7,7,7,7
"Secondary education, general pupils",SE.SEC.ENRL.GC,United Kingdom,GBR,4549325,4378872,4413924,4471247.27375,4492280.10636,4151173,4174850,..,..,..
"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,United Kingdom,GBR,49.14832,49.00698,49.59576,49.67056,49.67634,49.20356,49.2136,..,..,..
"Secondary education, pupils",SE.SEC.ENRL,United Kingdom,GBR,5000332,4849275,6496973,6556991.5,6374675,..,6386316.5,6173690.5,..,..
"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,United Kingdom,GBR,49.00303,48.8358,49.92059,49.80458,49.59595,..,49.60724,..,..,..
"Secondary education, teachers",SE.SEC.TCHR,United Kingdom,GBR,..,..,409478,414227,412358.71875,392953.25,384284.21875,369139.875,..,..
"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,United Kingdom,GBR,..,..,62.1109886169434,61.3960494995117,62.8495292663574,62.6293411254883,60.6211814880371,61.2327499389648,..,..
"Secondary education, teachers, female",SE.SEC.TCHR.FE,United Kingdom,GBR,..,..,254330.84375,254319,259165.515625,246104.046875,232957.625,226034.484375,..,..
"Secondary education, vocational pupils",SE.SEC.ENRL.VO,United Kingdom,GBR,451007,470403,2083049,2085744.38534,1882394.69338,..,2211466.62334,..,..,..
"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,United Kingdom,GBR,47.5374,47.24226,50.60889,50.09187,49.4041,..,50.35037,..,..,..
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,United Kingdom,GBR,19103831173.5003,22685905971.5148,27359104938.0042,26669808965.1984,24971914852.454,22971306536.0053,22814984592.1141,24801521051.7069,24451610694.5523,22294750760.4902
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,United Kingdom,GBR,22739031326.302,25875046135.0153,31129350380.4207,30666205434.9509,28986222360.5455,26845236270.6407,26442871467.3971,28662046524.1109,27380349723.3345,25727946450.4344
Secure Internet servers,IT.NET.SECR,United Kingdom,GBR,114622,159285,181643,210025,285617,570586,1400176,1811830,2405337,2445275
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,United Kingdom,GBR,1811.95314929256,2500.54101073285,2832.49480303329,3251.04534207127,4386.26511775814,8696.42046337756,21195.885324026,27261.8209740232,35988.4677684338,36379.7417352625
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,United Kingdom,GBR,9.23999977111816,9.67000007629395,9.78999996185303,10.4700002670288,10.3900003433228,10.8500003814697,11,10.9300003051758,11.1400003433228,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,United Kingdom,GBR,18.4699993133545,18.9099998474121,18.7700004577637,19.3799991607666,18.9899997711182,19.4400005340576,19.2199993133545,18.7900009155273,19.4899997711182,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,United Kingdom,GBR,14.1800003051758,14.6300001144409,14.5900001525879,15.2399997711182,14.9899997711182,15.4399995803833,15.3699998855591,15.1099996566772,15.5699996948242,..
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,United Kingdom,GBR,333572210126.766,339527909778.071,362553361049.988,388801129265.407,369218920037.432,358714429057.775,369591952382.494,414046194778.385,403645924248.172,342744849664.716
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,United Kingdom,GBR,203079298449.765,204868096884.93,215549875374.681,237520421942.32,235186024239.74,228042234764.556,233598928745.042,265372999258.029,271398360280.925,204823611490.147
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,United Kingdom,GBR,69.8486453861449,70.0272817025652,69.6655575127392,69.8672791528539,70.1197255111763,70.6752654017222,70.3950729834389,70.4957344130522,70.9013534663157,72.7900857891355
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,United Kingdom,GBR,1.82944077299234,3.04437453946333,2.94620411356952,2.55224789186424,2.44118711092453,1.62493701928685,1.33824264688995,1.57457304365252,1.98876330354214,-9.708757808814
