Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
ROUTE DE MONNERVILLE;87332957;JOB;2017;2017-04-25;C;C;Après 20h;0
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;Après 20h;21
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-21;B;B;Après 20h;766
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;144
ISSY;87393074;Samedi;2017;2017-04-22;C;C;Avant 6h;16
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-04-02;B;B;Avant 6h;123
CHELLES GOURNAY;87116111;Samedi;2016;2016-10-01;E;E;Après 20h;594
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;Après 20h;14
PARIS NORD;87271031;JOB;2019;2019-03-28;B;B;De 16h à 20h;24822
SAINT-CHERON;87545509;JOB;2017;2017-04-25;C;C;De 10h à 16h;366
JOUFFROY TOCQUEVILLE;87881111;JOB;2017;2017-04-25;C;C;De 10h à 16h;11
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-21;B;B;De 6h à 10h;647
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;Avant 6h;67
JOUY EN JOSAS;87393512;Samedi;2017;2017-04-22;C;C;De 16h à 20h;159
SEVRAN LIVRY;87271429;JOB;2019;2019-03-28;B;B;De 6h à 10h;4478
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;De 16h à 20h;797
JUVISY;87545244;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;1567
VERT GALANT;87271437;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;1164
SAINT-CYR;87393223;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;125
LE BRAS DE FER - EVRY GENOPOLE;87681395;Samedi;2019;2019-03-23;D;D;Avant 6h;91
VERT GALANT;87271437;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;751
GRETZ ARMAINVILLIERS;87116012;Dimanche;2016;2016-10-02;E;E;Après 20h;64
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;18
VILLEPINTE;87271452;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;623
SAINT-GRATIEN;87276170;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;499
LE PLESSIS CHENET;87681627;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;5
AMPERE WAGRAM;87771111;Samedi;2017;2017-04-22;C;C;De 6h à 10h;0
LE CHENAY GAGNY;87113522;JOB;2016;2016-10-04;E;E;De 6h à 10h;3605
LARDY;87545160;Dimanche;2017;2017-04-23;C;C;Après 20h;4
ARPAJON;87545467;Dimanche;2017;2017-04-23;C;C;Avant 6h;28
MAGENTA;87281873;JOB;2016;2016-10-04;E;E;De 10h à 16h;15472
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;Avant 6h;148
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;De 10h à 16h;687
SAINT-MICHEL SUR ORGE;87545202;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;628
LES NOUES;87276238;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;358
ATHIS MONS;87545251;Samedi;2017;2017-04-22;C;C;Avant 6h;17
NOGENT LE PERREUX;87113746;JOB;2016;2016-10-04;E;E;De 10h à 16h;1873
LES NOUES;87276238;Samedi;2019;2019-03-23;D;D;De 10h à 16h;862
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Dimanche;2017;2017-04-23;C;C;Avant 6h;16
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;Après 20h;56
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;De 10h à 16h;222
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;JOB;2017;2017-04-25;C;C;De 10h à 16h;9354
OZOIR LA FERRIERE;87116020;Samedi;2016;2016-10-01;E;E;De 6h à 10h;358
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1273
CERNAY;87276063;Samedi;2017;2017-04-22;C;C;De 16h à 20h;310
ROSA PARKS;87654798;JOB;2016;2016-10-04;E;E;De 10h à 16h;2816
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;Avant 6h;174
CHANVAL;87661111;Samedi;2017;2017-04-22;C;C;De 6h à 10h;0
SERMAISE;87545517;Samedi;2017;2017-04-22;C;C;Avant 6h;2
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;Avant 6h;4
CHEMIN D'ANTONY;87546317;Samedi;2017;2017-04-22;C;C;Après 20h;17
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1105
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;Après 20h;183
EGLY;87545475;Dimanche;2017;2017-04-23;C;C;Après 20h;16
VAL DE FONTENAY;87113712;Samedi;2016;2016-10-01;E;E;Avant 6h;85
MALESHERBES;87684415;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;153
EGLY;87545475;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;118
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Dimanche;2017;2017-04-23;C;C;Après 20h;536
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1544
EPINAY SUR ORGE;87545228;Samedi;2017;2017-04-22;C;C;De 6h à 10h;522
VILLENEUVE LE ROI;87545277;Samedi;2017;2017-04-22;C;C;De 6h à 10h;374
MUSEE D'ORSAY;87547307;Dimanche;2017;2017-04-23;C;C;Après 20h;266
ERMONT EAUBONNE;87276055;Dimanche;2017;2017-04-23;C;C;Avant 6h;16
AUVERS SUR OISE;87276543;JOB;2019;2019-10-10;H;H;De 16h à 20h;72
MENNECY;87681411;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;185
ERMONT EAUBONNE;87276055;JOB;2017;2017-04-25;C;C;Après 20h;1369
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017;2017-04-22;C;C;Après 20h;189
MENNECY;87681411;JOB;2019;2019-03-26;D;D;Avant 6h;56
ETAMPES;87545137;Dimanche;2017;2017-04-23;C;C;Avant 6h;56
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;17
MOULIN GALANT;87681403;Dimanche;2019;2019-03-24;D;D;Après 20h;22
GENNEVILLIERS;87271205;Dimanche;2017;2017-04-23;C;C;Après 20h;132
BESSANCOURT;87276642;Samedi;2019;2019-10-12;H;H;De 16h à 20h;139
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;De 16h à 20h;1132
GRAVIGNY BALIZY;87393645;Samedi;2017;2017-04-22;C;C;Après 20h;31
BOISSISE LE ROI;87682518;Samedi;2019;2019-03-23;D;D;De 16h à 20h;28
PARIS AUSTERLITZ;87547026;Samedi;2017;2017-04-22;C;C;De 10h à 16h;4867
INVALIDES;87393033;JOB;2017;2017-04-25;C;C;Avant 6h;91
CERNAY;87276063;JOB;2019;2019-10-10;H;H;Après 20h;93
PARIS GARE DE LYON;87686030;JOB;2019;2019-03-26;D;D;Avant 6h;545
IVRY SUR SEINE;87545301;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;721
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;483
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;176
JAVEL;87393066;JOB;2017;2017-04-25;C;C;Avant 6h;22
BRUNOY;87682120;Samedi;2019;2019-03-23;D;D;Avant 6h;117
PIERREFITTE STAINS;87271163;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1899
JAVEL;87393066;JOB;2017;2017-04-25;C;C;De 6h à 10h;1750
CHAPONVAL;87276162;JOB;2019;2019-10-10;H;H;De 16h à 20h;21
RIS ORANGIS;87681338;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;486
JOUFFROY TOCQUEVILLE;87881111;Samedi;2017;2017-04-22;C;C;Après 20h;1
CESSON;87682161;Samedi;2019;2019-03-23;D;D;Après 20h;144
RIS ORANGIS;87681338;JOB;2019;2019-03-26;D;D;De 16h à 20h;420
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;Après 20h;25
DEUIL MONTMAGNY;87276345;Samedi;2019;2019-10-12;H;H;De 10h à 16h;1317
SURVILLIERS FOSSES;87276261;Samedi;2019;2019-03-23;D;D;De 10h à 16h;698
JUVISY;87545244;Samedi;2017;2017-04-22;C;C;De 16h à 20h;4848
DEUIL MONTMAGNY;87276345;Samedi;2019;2019-10-12;H;H;De 16h à 20h;758
PONT DE L'ALMA;87393041;JOB;2017;2017-04-25;C;C;De 16h à 20h;3842
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;43
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1203
PORCHEFONTAINE;87393165;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;62
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017;2017-04-25;C;C;De 16h à 20h;133
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;De 16h à 20h;823
VOSVES;87682500;Samedi;2019;2019-03-23;D;D;De 16h à 20h;5
LARDY;87545160;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;18
ENGHIEN LES BAINS;87276022;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;1780
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;De 6h à 10h;2689
LARDY;87545160;JOB;2017;2017-04-25;C;C;Avant 6h;21
ENGHIEN LES BAINS;87276022;Samedi;2019;2019-10-12;H;H;De 6h à 10h;1280
ROUTE DE MONNERVILLE;87332957;JOB;2017;2017-04-25;C;C;De 16h à 20h;2
LES ARDOINES;87492108;JOB;2017;2017-04-25;C;C;De 6h à 10h;1496
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2044
CHELLES GOURNAY;87116111;JOB;2016;2016-10-04;E;E;Avant 6h;216
LES GRESILLONS;87272146;Dimanche;2017;2017-04-23;C;C;Avant 6h;26
CRETEIL POMPADOUR;87608802;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2078
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;De 10h à 16h;149
LES SAULES;87546226;JOB;2017;2017-04-25;C;C;De 10h à 16h;580
ERMONT HALTE;87276584;JOB;2019;2019-10-10;H;H;Après 20h;68
MAGENTA;87281873;Samedi;2016;2016-10-01;E;E;De 10h à 16h;15691
ACHERES VILLE;87381657;Samedi;2014;2014-05-17;A;A;De 6h à 10h;644
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2019;2019-10-10;H;H;Après 20h;195
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;De 6h à 10h;618
CERGY LE HAUT;87382655;Dimanche;2014;2014-05-18;A;A;Après 20h;446
GROS NOYER SAINT-PRIX;87276592;Samedi;2019;2019-10-12;H;H;De 16h à 20h;412
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;344
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;Avant 6h;210
GROSLAY;87276360;JOB;2019;2019-10-10;H;H;De 16h à 20h;501
NOISY LE SEC;87113217;Samedi;2016;2016-10-01;E;E;Avant 6h;371
CERGY PREFECTURE;87381905;Samedi;2014;2014-05-17;A;A;Avant 6h;76
LUZARCHES;87276576;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;150
OZOIR LA FERRIERE;87116020;Dimanche;2016;2016-10-02;E;E;Après 20h;114
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;De 6h à 10h;2885
GRIGNY CENTRE;87681379;JOB;2019;2019-03-26;D;D;Avant 6h;570
ROISSY EN BRIE;87116038;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;855
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;Après 20h;226
JUVISY;87545244;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;4061
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2017;2017-04-25;C;C;Après 20h;68
MONNERVILLE CENTRE;87332940;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1
JUVISY;87545244;JOB;2019;2019-03-26;D;D;De 6h à 10h;9865
ROSNY BOIS PERRIER;87113696;Dimanche;2016;2016-10-02;E;E;Après 20h;708
MONNERVILLE CENTRE;87332940;Samedi;2017;2017-04-22;C;C;De 6h à 10h;1
LA FERTE ALAIS;87681452;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;39
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;1291
MONTIGNY BEAUCHAMP;87276089;JOB;2017;2017-04-25;C;C;De 6h à 10h;2676
MERY SUR OISE;87276667;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;93
ROSNY SOUS BOIS;87113704;JOB;2016;2016-10-04;E;E;De 10h à 16h;2353
AEROPORT CHARLES DE GAULLE 1;87271460;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;2371
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;Après 20h;246
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;Avant 6h;6
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-21;B;B;De 6h à 10h;332
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;De 10h à 16h;1220
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;Après 20h;2805
NEUILLY PORTE MAILLOT;87381020;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1365
LE BRAS DE FER - EVRY GENOPOLE;87681395;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1096
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;2463
ORLY VILLE;87546200;JOB;2017;2017-04-25;C;C;De 6h à 10h;1548
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;14
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;1590
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;863
LE PLESSIS CHENET;87681627;Samedi;2019;2019-03-23;D;D;De 6h à 10h;5
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;Après 20h;190
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-28;B;B;Après 20h;2040
PONTOISE;87276139;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;1169
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017;2017-04-22;C;C;De 6h à 10h;386
PEREIRE SAUSSURE;87991111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;2
PONTOISE;87276139;Samedi;2019;2019-10-12;H;H;Avant 6h;69
BELLOY SAINT-MARTIN;87276550;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;15
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-28;B;B;De 16h à 20h;4183
PRECY SUR OISE;87276410;JOB;2019;2019-10-10;H;H;Avant 6h;3
VITRY SUR SEINE;87545293;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;539
PETIT JOUY LES LOGES;87393504;JOB;2017;2017-04-25;C;C;Avant 6h;1
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;Après 20h;2262
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 10h à 16h;1571
PLACE DU CARROUGE;87441111;JOB;2017;2017-04-25;C;C;De 6h à 10h;16
PRESLES COURCELLES;87276501;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;79
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 16h à 20h;1220
LE BLANC MESNIL;87271478;JOB;2019;2019-03-21;B;B;Avant 6h;15
MAISSE;87681486;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;63
BOUSSY SAINT-ANTOINE;87682138;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1146
LE BLANC MESNIL;87271478;JOB;2019;2019-03-28;B;B;De 6h à 10h;2713
MAISSE;87681486;JOB;2019;2019-03-26;D;D;De 10h à 16h;53
CERNAY;87276063;Samedi;2019;2019-10-12;H;H;De 16h à 20h;277
PLACE DU GENERAL LECLERC;87221111;JOB;2017;2017-04-25;C;C;De 10h à 16h;3
MAISSE;87681486;JOB;2019;2019-03-26;D;D;De 16h à 20h;52
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 10h à 16h;60
LE BOURGET;87271395;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;5905
PRESLES COURCELLES;87276501;Samedi;2019;2019-10-12;H;H;De 10h à 16h;86
BRUNOY;87682120;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;582
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;De 6h à 10h;54
SAINT-DENIS;87271015;JOB;2019;2019-10-10;H;H;De 16h à 20h;7782
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;Après 20h;199
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;De 10h à 16h;1160
SAINT-OUEN L'AUMONE;87276105;Dimanche;2019;2019-10-13;H;H;Avant 6h;23
CHAMPAGNE SUR OISE;87276519;Samedi;2019;2019-10-12;H;H;Avant 6h;8
PONT DE RUNGIS AEROPORT D'ORLY;87546192;JOB;2017;2017-04-25;C;C;De 10h à 16h;424
MOULIN GALANT;87681403;JOB;2019;2019-03-26;D;D;De 6h à 10h;840
CHAMPAGNE SUR OISE;87276519;Samedi;2019;2019-10-12;H;H;De 10h à 16h;119
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Samedi;2017;2017-04-22;C;C;Après 20h;45
SARCELLES SAINT-BRICE;87276386;Dimanche;2019;2019-10-13;H;H;Après 20h;395
CHAPONVAL;87276162;Samedi;2019;2019-10-12;H;H;Après 20h;5
SEVRAN LIVRY;87271429;JOB;2019;2019-03-21;B;B;Avant 6h;16
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;De 6h à 10h;2284
CREIL;87276006;Dimanche;2019;2019-10-13;H;H;Après 20h;28
PORCHEFONTAINE;87393165;Samedi;2017;2017-04-22;C;C;Avant 6h;7
SEUGY;87272039;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;7
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;De 16h à 20h;0
PORTE DE CLICHY;87111278;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;695
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;De 16h à 20h;484
COMBS LA VILLE QUINCY;87682146;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;310
PORTE DE CLICHY;87111278;Samedi;2017;2017-04-22;C;C;Après 20h;435
TAVERNY;87276634;Samedi;2019;2019-10-12;H;H;De 6h à 10h;301
EPINAY VILLETANEUSE;87271122;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;1404
PORTE DE CLICHY;87111278;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1291
VALMONDOIS;87276535;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;108
CREIL;87276006;Samedi;2019;2019-03-23;D;D;Avant 6h;52
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
VIARMES;87276568;Samedi;2019;2019-10-12;H;H;De 16h à 20h;56
EPLUCHES;87276147;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;12
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;519
VILLAINES;87272021;JOB;2019;2019-10-10;H;H;Avant 6h;4
CREIL;87276006;Samedi;2019;2019-03-23;D;D;De 16h à 20h;68
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;De 6h à 10h;4164
BOIS COLOMBES;87381079;Dimanche;2019;2019-03-17;J;J4;De 6h à 10h;519
ESSONNES ROBINSON;87681601;JOB;2019;2019-03-26;D;D;De 6h à 10h;307
VILLEPINTE;87271452;Dimanche;2019;2019-03-17;B;B;Après 20h;8
ERMONT EAUBONNE;87276055;Dimanche;2019;2019-03-17;J;J4;Après 20h;592
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2019;2019-10-12;H;H;De 10h à 16h;1047
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;De 10h à 16h;1114
SAVIGNY LE TEMPLE NANDY;87682187;Samedi;2019;2019-03-23;D;D;De 6h à 10h;643
EVRY COURCOURONNES CENTRE;87681387;JOB;2019;2019-03-26;D;D;Avant 6h;563
ABLON;87545269;JOB;2017;2017-04-25;C;C;De 10h à 16h;624
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;271
FREPILLON;87276659;Samedi;2019;2019-10-12;H;H;De 10h à 16h;109
SAINT-MARTIN D'ETAMPES;87545350;Samedi;2017;2017-04-22;C;C;Avant 6h;26
SURVILLIERS FOSSES;87276261;Samedi;2019;2019-03-23;D;D;Avant 6h;44
GROSLAY;87276360;Samedi;2019;2019-10-12;H;H;De 16h à 20h;418
AMPERE WAGRAM;87771111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1
SURVILLIERS FOSSES;87276261;Samedi;2019;2019-03-23;D;D;De 6h à 10h;383
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;De 16h à 20h;174
SAINT-MICHEL SUR ORGE;87545202;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;335
VILLABE;87681619;Samedi;2019;2019-03-23;D;D;De 6h à 10h;36
GRAND BOURG;87681353;Samedi;2019;2019-03-23;D;D;De 10h à 16h;128
ATHIS MONS;87545251;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;103
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2016;2016-11-22;J;J5;De 10h à 16h;594
MERIEL;87276675;Samedi;2019;2019-10-12;H;H;Après 20h;38
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2017;2017-04-25;C;C;De 16h à 20h;512
AUBERGENVILLE ELISABETHVILLE;87386730;Samedi;2016;2016-11-19;J;J5;De 10h à 16h;454
LA FERTE ALAIS;87681452;Dimanche;2019;2019-03-24;D;D;Après 20h;13
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;De 6h à 10h;663
EPONE MEZIERES;87386763;Dimanche;2016;2016-11-20;J;J5;Après 20h;34
MERIEL;87276675;Samedi;2019;2019-10-12;H;H;De 10h à 16h;137
SAINTE-GENEVIEVE DES BOIS;87545210;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;361
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2016;2016-11-20;J;J5;Avant 6h;4
LA FERTE ALAIS;87681452;Samedi;2019;2019-03-23;D;D;De 10h à 16h;132
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017;2017-04-25;C;C;Après 20h;222
VILLENEUVE TRIAGE;87681809;JOB;2019;2019-04-02;D;D;De 6h à 10h;347
MONTSOULT MAFFLIERS;87276493;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;292
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017;2017-04-25;C;C;De 16h à 20h;980
LES CLAIRIERES DE VERNEUIL;87386664;Dimanche;2016;2016-11-20;J;J5;De 6h à 10h;36
LE BRAS DE FER - EVRY GENOPOLE;87681395;Samedi;2019;2019-03-23;D;D;De 6h à 10h;526
SAINTE-GENEVIEVE DES BOIS;87545210;Samedi;2017;2017-04-22;C;C;Avant 6h;53
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1371
PARIS NORD;87271031;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;3502
SAVIGNY SUR ORGE;87545236;JOB;2017;2017-04-25;C;C;Avant 6h;328
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Samedi;2019;2019-03-23;D;D;De 10h à 16h;4899
PARIS NORD;87271031;JOB;2019;2019-10-10;H;H;De 16h à 20h;46355
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;Après 20h;1
MANTES STATION;87381590;JOB;2016;2016-11-22;J;J5;Avant 6h;69
LE PLESSIS CHENET;87681627;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;8
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 16h à 20h;3131
VIRY CHATILLON;87681312;Samedi;2019;2019-03-23;D;D;Avant 6h;48
PERSAN BEAUMONT;87276469;Samedi;2019;2019-10-12;H;H;Après 20h;360
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 6h à 10h;5773
YERRES;87682112;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1038
LE VERT DE MAISONS;87681247;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1369
VAUBOYEN;87393538;Dimanche;2017;2017-04-23;C;C;Avant 6h;0
POISSY;87386573;JOB;2016;2016-11-22;J;J5;De 10h à 16h;1823
PIERRELAYE;87276097;JOB;2019;2019-10-10;H;H;De 16h à 20h;332
VAUBOYEN;87393538;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;28
BONDY;87113407;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;956
PONTOISE;87276139;Samedi;2019;2019-10-12;H;H;De 6h à 10h;608
BRIGEOLLET;87111111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;0
POISSY;87386573;Samedi;2016;2016-11-19;J;J5;Avant 6h;58
PRESLES COURCELLES;87276501;JOB;2019;2019-10-10;H;H;De 6h à 10h;428
BRIGEOLLET;87111111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;0
GRETZ ARMAINVILLIERS;87116012;JOB;2016;2016-10-04;E;E;De 16h à 20h;181
SAINT-LEU D'ESSERENT;87276402;Samedi;2019;2019-10-12;H;H;De 16h à 20h;20
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1015
GRETZ ARMAINVILLIERS;87116012;Samedi;2016;2016-10-01;E;E;Après 20h;58
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;De 10h à 16h;938
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;Avant 6h;6
CHANTELOUP LES VIGNES;87381475;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;166
ORRY LA VILLE COYE LA FORET;87276279;Samedi;2019;2019-03-23;D;D;Avant 6h;41
CHAMARANDE;87545152;Samedi;2017;2017-04-22;C;C;De 6h à 10h;40
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016;2016-10-01;E;E;De 6h à 10h;3888
VAUCELLES;87276626;Samedi;2019;2019-10-12;H;H;De 16h à 20h;174
BALLANCOURT;87681437;Samedi;2019;2019-03-23;D;D;De 16h à 20h;103
LE CHENAY GAGNY;87113522;Dimanche;2016;2016-10-02;E;E;Après 20h;133
VILLAINES;87272021;JOB;2019;2019-10-10;H;H;De 16h à 20h;28
CESSON;87682161;JOB;2019;2019-03-26;D;D;De 6h à 10h;2566
