TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
SANISETTE;;face au 14 AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.333834169548373, 48.83036895346168]]}";48.8303689535,2.33383416955;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;23  RUE DU DEPART;75014;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.323164983219899, 48.84217571141368]]}";48.8421757114,2.32316498322;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DU SERMENT DE KOUFRA;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-serment-de-koufra-1773;"{""type"": ""MultiPoint"", ""coordinates"": [[2.323600153804334, 48.822256265999734]]}";48.822256266,2.3236001538;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;1  AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.332917144300073, 48.83313899250652]]}";48.8331389925,2.3329171443;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;BOULEVARD D ALGERIE;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.400408793867472, 48.880680241510866]]}";48.8806802415,2.40040879387;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;45  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343497799728155, 48.882709085896316]]}";48.8827090859,2.34349779973;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;10  AVENUE DU GENERAL LECLERC;75014;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.331187020094139, 48.83301508320707]]}";48.8330150832,2.33118702009;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 17 RUE RENE BINET;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.340530389340114, 48.89928991429743]]}";48.8992899143,2.34053038934;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;1  RUE DE LA BONNE;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343545156427324, 48.88736179846098]]}";48.8873617985,2.34354515643;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;26 bis AVENUE CORENTIN CARIOU;75019;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.385653355685078, 48.89731268179251]]}";48.8973126818,2.38565335569;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;53  BOULEVARD SAINT MARCEL;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.355645972582187, 48.837911595474374]]}";48.8379115955,2.35564597258;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;103  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.315053624154728, 48.825685892245296]]}";48.8256858922,2.31505362415;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;2  AVENUE DE LA PORTE DE SAINT OUEN;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.329375817479652, 48.89789971505309]]}";48.8978997151,2.32937581748;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 3 BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.369298128147713, 48.89877331075297]]}";48.8987733108,2.36929812815;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;69  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.350962736416814, 48.86366249322703]]}";48.8636624932,2.35096273642;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;BOULEVARD DE L HOPITAL;75013;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.361754666816262, 48.83963427904555]]}";48.839634279,2.36175466682;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;BOIS DE VINCENNES - PLATEAU DE SAINT-MANDE;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""type"": ""MultiPoint"", ""coordinates"": [[2.420418982190451, 48.84310448292203]]}";48.8431044829,2.42041898219;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-philippe-farine-ex-square-du-mail-gatbois-2601;"{""type"": ""MultiPoint"", ""coordinates"": [[2.381996878028027, 48.84435659883764]]}";48.8443565988,2.38199687803;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE PAUL LANGEVIN;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-langevin-2446;"{""type"": ""MultiPoint"", ""coordinates"": [[2.349373393516292, 48.84815530354401]]}";48.8481553035,2.34937339352;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 10 RUE DE L EVANGILE;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.361548103970359, 48.892079500845476]]}";48.8920795008,2.36154810397;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 52 BOULEVARD DE ROCHECHOUART;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.345906182814424, 48.88324708107194]]}";48.8832470811,2.34590618281;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;3  RUE BOTZARIS;75019;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.381250830015357, 48.877863914358414]]}";48.8778639144,2.38125083002;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;AVENUE DU PROFESSEUR ANDRE LEMIERE;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.414715111410584, 48.85833811315611]]}";48.8583381132,2.41471511141;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;65  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.365013155028617, 48.87136893708937]]}";48.8713689371,2.36501315503;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""type"": ""MultiPoint"", ""coordinates"": [[2.268623313467747, 48.84388177705817]]}";48.8438817771,2.26862331347;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.346122050376146, 48.8573418185966]]}";48.8573418186,2.34612205038;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;189  RUE D ALESIA;75014;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.316109393517265, 48.83125608516332]]}";48.8312560852,2.31610939352;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;BOULEVARD MURAT;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.256178234666151, 48.84223492178067]]}";48.8422349218,2.25617823467;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;95  BOULEVARD DE PORT ROYAL;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3418057664472203, 48.838270229702346]]}";48.8382702297,2.34180576645;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE HELENE BOUCHER;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-helene-boucher-2513;"{""type"": ""MultiPoint"", ""coordinates"": [[2.360310535077049, 48.81872280946736]]}";48.8187228095,2.36031053508;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE EMMANUEL FLEURY;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-emmanuel-fleury-2720;"{""type"": ""MultiPoint"", ""coordinates"": [[2.411086913613466, 48.869910698557405]]}";48.8699106986,2.41108691361;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN CYPRIAN KAMIL NORWID;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-cyprian-norwid-2859;"{""type"": ""MultiPoint"", ""coordinates"": [[2.377540667126578, 48.82811812852847]]}";48.8281181285,2.37754066713;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;PLACE CHARLES FILLION;75017;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.315811510931308, 48.88847096557176]]}";48.8884709656,2.31581151093;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;34  BOULEVARD DE BELLEVILLE;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.381897995848262, 48.86834301160021]]}";48.8683430116,2.38189799585;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;40  RUE DE SEVRES;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.323054655081175, 48.84983487675197]]}";48.8498348768,2.32305465508;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;118  BOULEVARD DE LA VILLETTE;75010;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3709710108818243, 48.87736769831583]]}";48.8773676983,2.37097101088;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 7 BOULEVARD DE MENILMONTANT;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.38932122025704, 48.85881749412743]]}";48.8588174941,2.38932122026;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DU RANELAGH;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-du-ranelagh-1778;"{""type"": ""MultiPoint"", ""coordinates"": [[2.268313503528244, 48.85825224076739]]}";48.8582522408,2.26831350353;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DES BATIGNOLLES;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-batignolles-1761;"{""type"": ""MultiPoint"", ""coordinates"": [[2.317249787799816, 48.887198683574034]]}";48.8871986836,2.3172497878;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 35 RUE BOINOD;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.351762865066177, 48.894130055640744]]}";48.8941300556,2.35176286507;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE D'ANVERS;75009;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-d-anvers-2468;"{""type"": ""MultiPoint"", ""coordinates"": [[2.34413295595609, 48.88238662258446]]}";48.8823866226,2.34413295596;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;154  RUE D AUBERVILLIERS;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.369855639904201, 48.893384136510086]]}";48.8933841365,2.3698556399;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;55  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.350203080907802, 48.862313183032356]]}";48.862313183,2.35020308091;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;39  PLACE DES DEUX ECUS;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.341836175822233, 48.863156681649215]]}";48.8631566816,2.34183617582;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;78  BOULEVARD SAINT MARCEL;;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.353543641100616, 48.83741847058166]]}";48.8374184706,2.3535436411;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 98 QUAI DE LA RAPEE;75012;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.367027805657553, 48.84600859329504]]}";48.8460085933,2.36702780566;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN PAUL DIDIER;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-paul-didier-ex-colonel-manhes-2819;"{""type"": ""MultiPoint"", ""coordinates"": [[2.320485641136297, 48.89546130163387]]}";48.8954613016,2.32048564114;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;139  RUE DE L ABBE GROULT;75015;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.302595746538933, 48.83566847382636]]}";48.8356684738,2.30259574654;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 2 AVENUE DE WAGRAM;75017;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.295697431651681, 48.87494771234444]]}";48.8749477123,2.29569743165;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 5 AVENUE DE LAUMIERE;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.381421987092033, 48.88302878255986]]}";48.8830287826,2.38142198709;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;17  RUE DU FOUR;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.334590272454289, 48.85272198682075]]}";48.8527219868,2.33459027245;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 44 AVENUE GABRIEL;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.31276020722228, 48.869470956238764]]}";48.8694709562,2.31276020722;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 19 AVENUE DE FRIEDLAND;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.302361992982482, 48.874613485017605]]}";48.874613485,2.30236199298;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 18 AVENUE DU GENERAL LECLERC;75014;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.330940750030464, 48.83234245020399]]}";48.8323424502,2.33094075003;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""type"": ""MultiPoint"", ""coordinates"": [[2.382779015108047, 48.882377973295455]]}";48.8823779733,2.38277901511;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DES SAINTS-SIMONIENS - MENILMONTANT;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-saint-simoniens-2694;"{""type"": ""MultiPoint"", ""coordinates"": [[2.396969579365494, 48.8708534006859]]}";48.8708534007,2.39696957937;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
URINOIR FEMME;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""type"": ""MultiPoint"", ""coordinates"": [[2.359059981372502, 48.848303082096535]]}";48.8483030821,2.35905998137;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 22 PLACE DUPLEIX;75015;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.29512258025372, 48.85104533855425]]}";48.8510453386,2.29512258025;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;2  RUE DES QUATRE FILS;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.360700687397763, 48.860059866028]]}";48.860059866,2.3607006874;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;135  AVENUE PARMENTIER;75011;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.371160533263756, 48.869684239435124]]}";48.8696842394,2.37116053326;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;7  RUE JOSEPH CHAILLEY;75012;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.40401437963367, 48.83322595005884]]}";48.8332259501,2.40401437963;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;AVENUE CLAUDE REGAUD;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.372763643662198, 48.822344736321774]]}";48.8223447363,2.37276364366;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;147  RUE VERCINGETORIX;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.311419179565337, 48.83257405441342]]}";48.8325740544,2.31141917957;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 1 AVENUE STEPHANE MALLARME;75017;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.294364145838022, 48.88754004512377]]}";48.8875400451,2.29436414584;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343497799728155, 48.882709085896316]]}";48.8827090859,2.34349779973;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE DU FAUBOURG DU TEMPLE;75011;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.365320295334627, 48.868029196720336]]}";48.8680291967,2.36532029533;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN MARIA VERONE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-maria-verone-2763;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3358751815764123, 48.897104575300425]]}";48.8971045753,2.33587518158;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN D'EOLE - ESPLANADE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""type"": ""MultiPoint"", ""coordinates"": [[2.365850908359651, 48.8860364099231]]}";48.8860364099,2.36585090836;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;1  AVENUE DE VERDUN;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.361395771844339, 48.876304046298976]]}";48.8763040463,2.36139577184;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;26  PLACE JEANNE D ARC;75013;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.368968163478483, 48.829779950288575]]}";48.8297799503,2.36896816348;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;29  RUE MANIN;75019;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3782622313212523, 48.87861935487687]]}";48.8786193549,2.37826223132;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 129  RUE DE LA GLACIERE;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.341806493177042, 48.826690707467044]]}";48.8266907075,2.34180649318;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DE LA RUE BAYEN;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-olave-et-robert-baden-powell-ex-bayen-2630;"{""type"": ""MultiPoint"", ""coordinates"": [[2.290614026007785, 48.88215739534307]]}";48.8821573953,2.29061402601;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DE LA RUE LEON FRAPIE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""type"": ""MultiPoint"", ""coordinates"": [[2.412143699957275, 48.87242040371037]]}";48.8724204037,2.41214369996;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN);75003;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-anne-frank-2737;"{""type"": ""MultiPoint"", ""coordinates"": [[2.354528582794358, 48.86140027201583]]}";48.861400272,2.35452858279;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;25  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.326343623788707, 48.88565931519143]]}";48.8856593152,2.32634362379;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;CHAMPS DE MARS avenue GENERAL FERRIE;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.296943316091291, 48.85718239169635]]}";48.8571823917,2.29694331609;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE SAINTE-ODILE;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-sainte-odile-2642;"{""type"": ""MultiPoint"", ""coordinates"": [[2.29358154028354, 48.88785096993109]]}";48.8878509699,2.29358154028;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;BOIS DE BOULOGNE - JARDIN DU PRE CATELAN;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""type"": ""MultiPoint"", ""coordinates"": [[2.2523240882300373, 48.865617429829534]]}";48.8656174298,2.25232408823;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;64  AVENUE DE LA GRANDE ARMEE;75017;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.285950309757017, 48.87692989046236]]}";48.8769298905,2.28595030976;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;PLACE DES ABBESSES;;19 h - 7 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.338685892541593, 48.884530709513804]]}";48.8845307095,2.33868589254;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE GERARD DE NERVAL;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.335106237051519, 48.90059318004156]]}";48.90059318,2.33510623705;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;43  BOULEVARD BARBES;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.349430631664718, 48.88849413840531]]}";48.8884941384,2.34943063166;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE DE LA CROIX SAINT SIMON;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.409918203488957, 48.85577188047998]]}";48.8557718805,2.40991820349;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 13 PLACE DE LA BOURSE;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.34062639508409, 48.86891836470313]]}";48.8689183647,2.34062639508;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 113 BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.38095649245684, 48.857188156526306]]}";48.8571881565,2.38095649246;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;135  RUE DE LA ROQUETTE;75011;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.383945551395375, 48.85869214568334]]}";48.8586921457,2.3839455514;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC DE BELLEVILLE;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-des-couronnes-2748;"{""type"": ""MultiPoint"", ""coordinates"": [[2.385561771177437, 48.87045899659526]]}";48.8704589966,2.38556177118;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""type"": ""MultiPoint"", ""coordinates"": [[2.336944332056308, 48.82376169991306]]}";48.8237616999,2.33694433206;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
